Initial Temperature (K)	0.0200998
Excitation Current (A)	5e-08
Axis 1,2	x,y
Angle	0
Field (T)	Current (A)	        Resistance (Ohms)	            Actual X-Field	                Actual Y-Field	                    Actual Z-Field	                        Lock-In Overload Pass	                            Average Phase
-0.1	                -5.5e-07	                    3.32212333	                        -0.1	                            0.0	                                0.0	                                    True	                                        7.066
-0.1	                -5.4e-07	                    3.38693	                        -0.1	                            -0.0	                                -0.0	                                    True	                                        5.551
-0.1	                -5.3e-07	                    3.43970333	                        -0.1	                            0.0	                                -0.0	                                    True	                                        7.211
-0.1	                -5.2e-07	                    3.28526	                        -0.1	                            -0.0	                                -0.0	                                    True	                                        6.178
-0.1	                -5.1e-07	                    3.31785667	                        -0.1	                            -0.0	                                0.0	                                    True	                                        6.652
-0.1	                -5e-07	                    3.35394333	                        -0.1	                            0.0	                                0.0	                                    True	                                        6.804
-0.1	                -4.9e-07	                    3.28487	                        -0.1	                            -0.0	                                -0.0	                                    True	                                        7.257
-0.1	                -4.8e-07	                    3.35278333	                        -0.1	                            -0.0	                                0.0	                                    True	                                        6.169
-0.1	                -4.7e-07	                    3.29224	                        -0.1	                            0.0	                                -0.0	                                    True	                                        7.242
-0.1	                -4.6e-07	                    3.47074667	                        -0.1	                            -0.0	                                0.0	                                    True	                                        5.274
-0.1	                -4.5e-07	                    3.24955333	                        -0.1	                            -0.0	                                -0.0	                                    True	                                        6.391
-0.1	                -4.4e-07	                    3.37334333	                        -0.1	                            -0.0	                                0.0	                                    True	                                        7.364
-0.1	                -4.3e-07	                    3.37412	                        -0.1	                            0.0	                                0.0	                                    True	                                        6.492
-0.1	                -4.2e-07	                    3.30815	                        -0.1	                            -0.0	                                0.0	                                    True	                                        6.944
-0.1	                -4.1e-07	                    3.37451	                        -0.1	                            0.0	                                -0.0	                                    True	                                        7.445
-0.1	                -4e-07	                    3.33299	                        -0.1	                            -0.0	                                0.0	                                    True	                                        6.943
-0.1	                -3.9e-07	                    3.38615333	                        -0.1	                            0.0	                                0.0	                                    True	                                        5.075
-0.1	                -3.8e-07	                    3.30194667	                        -0.1	                            -0.0	                                0.0	                                    True	                                        5.981
-0.1	                -3.7e-07	                    3.25460667	                        -0.1	                            -0.0	                                -0.0	                                    True	                                        6.879
-0.1	                -3.6e-07	                    3.35899	                        -0.1	                            0.0	                                0.0	                                    True	                                        6.211
-0.1	                -3.5e-07	                    3.25460333	                        -0.1	                            0.0	                                0.0	                                    True	                                        6.077
-0.1	                -3.4e-07	                    3.32367667	                        -0.1	                            -0.0	                                0.0	                                    True	                                        6.058
-0.1	                -3.3e-07	                    3.36480667	                        -0.1	                            0.0	                                0.0	                                    True	                                        7.503
-0.1	                -3.2e-07	                    3.36364667	                        -0.1	                            -0.0	                                -0.0	                                    True	                                        6.297
-0.1	                -3.1e-07	                    3.43039333	                        -0.1	                            0.0	                                0.0	                                    True	                                        5.665
-0.1	                -3e-07	                    3.38382333	                        -0.1	                            0.0	                                0.0	                                    True	                                        7.291
-0.1	                -2.9e-07	                    3.40710333	                        -0.1	                            -0.0	                                0.0	                                    True	                                        6.584
-0.1	                -2.8e-07	                    3.34269667	                        -0.1	                            0.0	                                -0.0	                                    True	                                        6.555
-0.1	                -2.7e-07	                    3.41331667	                        -0.1	                            0.0	                                0.0	                                    True	                                        6.915
-0.1	                -2.6e-07	                    3.40866333	                        -0.1	                            0.0	                                0.0	                                    True	                                        7.513
-0.1	                -2.5e-07	                    3.39003667	                        -0.1	                            -0.0	                                -0.0	                                    True	                                        5.939
-0.1	                -2.4e-07	                    3.32872333	                        -0.1	                            -0.0	                                -0.0	                                    True	                                        7.927
-0.1	                -2.3e-07	                    3.33493	                        -0.1	                            0.0	                                0.0	                                    True	                                        7.828
-0.1	                -2.2e-07	                    3.28448333	                        -0.1	                            -0.0	                                0.0	                                    True	                                        8.141
-0.1	                -2.1e-07	                    3.31941333	                        -0.1	                            -0.0	                                0.0	                                    True	                                        6.756
-0.1	                -2e-07	                    3.31552333	                        -0.1	                            0.0	                                -0.0	                                    True	                                        6.51
-0.1	                -1.9e-07	                    3.27167333	                        -0.1	                            -0.0	                                0.0	                                    True	                                        6.585
-0.1	                -1.8e-07	                    3.25343667	                        -0.1	                            0.0	                                0.0	                                    True	                                        6.947
