Initial Temperature (K)	0.0499923
Excitation Current (A)	2e-09
Axis 1,2	x,z
Angle	0
Field (T)	Current (A)	Resistance (Ohms)	Actual X-Field	Actual Y-Field	Actual Z-Field	Lock-In Overload Pass	Keithley Error Code	Average Phase	Lock-In Locked
-0.022	-3.5e-07	0.582082	-0.022	0.0	0.0	True	None	29.0598	True
-0.022	-3.45e-07	2.1653355	-0.022	0.0	0.0	True	None	12.192	True
-0.022	-3.4e-07	0.139694	-0.022	0.0	-0.0	True	None	-16.0266	True
-0.022	-3.35e-07	-0.5587985	-0.022	-0.0	0.0	True	None	32.4684	True
-0.022	-3.3e-07	0.884764	-0.022	0.0	0.0	True	None	20.577	True
-0.022	-3.25e-07	-0.8847615	-0.022	0.0	0.0	True	None	-32.0688	True
-0.022	-3.2e-07	2.1187665	-0.022	0.0	0.0	True	None	-12.7392	True
-0.022	-3.15e-07	0.698496	-0.022	0.0	0.0	True	None	29.1138	True
-0.022	-3.1e-07	0.7217765	-0.022	0.0	0.0	True	None	-11.7066	True
-0.022	-3.05e-07	-0.721778	-0.022	0.0	0.0	True	None	57.9582	True
-0.022	-3e-07	-2.561148	-0.022	0.0	0.0	True	None	55.0266	True
-0.022	-2.95e-07	2.235189	-0.022	-0.0	0.0	True	None	-19.044	True
-0.022	-2.9e-07	4.9826075	-0.022	-0.0	0.0	True	None	0.2856	True
-0.022	-2.85e-07	-0.186263	-0.022	0.0	0.0	True	None	55.9626	True
-0.022	-2.8e-07	-1.16416675	-0.022	0.0	0.0	True	None	-31.278	True
-0.022	-2.75e-07	-1.3038615	-0.022	-0.0	0.0	True	None	39.1806	True
-0.022	-2.7e-07	-1.2340085	-0.022	0.0	0.0	True	None	-26.1	True
-0.022	-2.65e-07	1.14088075	-0.022	0.0	0.0	True	None	32.9232	True
-0.022	-2.6e-07	0.48894325	-0.022	0.0	0.0	True	None	34.7352	True
-0.022	-2.55e-07	-0.814913	-0.022	0.0	0.0	True	None	34.011	True
-0.022	-2.5e-07	2.81726425	-0.022	0.0	0.0	True	None	31.8924	True
-0.022	-2.45e-07	-0.8847545	-0.022	-0.0	0.0	True	None	-33.4278	True
-0.022	-2.4e-07	-0.698494	-0.022	0.0	-0.0	True	None	61.6734	True
-0.022	-2.35e-07	-1.373708	-0.022	0.0	-0.0	True	None	-13.3944	True
-0.022	-2.3e-07	1.2572925	-0.022	0.0	0.0	True	None	5.7552	True
-0.022	-2.25e-07	14.9012775	-0.022	0.0	0.0	True	None	59.2434	True
-0.022	-2.2e-07	0.372533	-0.022	0.0	0.0	True	None	71.5254	True
-0.022	-2.15e-07	-4.959321	-0.022	0.0	0.0	True	None	-39.9606	True
-0.022	-2.1e-07	-2.3516105	-0.022	0.0	0.0	True	None	-29.2362	True
-0.022	-2.05e-07	-2.4913025	-0.022	0.0	0.0	True	None	31.5582	True
-0.022	-2e-07	-1.350426	-0.022	0.0	-0.0	True	None	8.262	True
-0.022	-1.95e-07	-0.1862685	-0.022	0.0	0.0	True	None	38.3154	True
-0.022	-1.9e-07	0.7683475	-0.022	0.0	0.0	True	None	16.4604	True
-0.022	-1.85e-07	0.5122305	-0.022	-0.0	0.0	True	None	5.163	True
-0.022	-1.8e-07	-1.024459	-0.022	0.0	0.0	True	None	26.4324	True
-0.022	-1.75e-07	3.8882905	-0.022	0.0	-0.0	True	None	-4.8264	True
-0.022	-1.7e-07	7.008245	-0.022	-0.0	0.0	True	None	-11.0526	True
-0.022	-1.65e-07	-2.2817535	-0.022	0.0	0.0	True	None	92.1972	True
-0.022	-1.6e-07	-3.21307625	-0.022	0.0	-0.0	True	None	7.9584	True
-0.022	-1.55e-07	-1.583256	-0.022	0.0	-0.0	True	None	-2.8752	True
-0.022	-1.5e-07	1.90922725	-0.022	-0.0	0.0	True	None	-39.2616	True
-0.022	-1.45e-07	5.56468775	-0.022	0.0	0.0	True	None	37.7406	True
-0.022	-1.4e-07	-5.215438	-0.022	0.0	0.0	True	None	40.59	True
-0.022	-1.35e-07	2.18862	-0.022	0.0	-0.0	True	None	18.5058	True
-0.022	-1.3e-07	-3.9814245	-0.022	0.0	0.0	True	None	1.1586	True
-0.022	-1.25e-07	1.210755	-0.022	0.0	0.0	True	None	12.6552	True
-0.022	-1.2e-07	12.549673	-0.022	0.0	0.0	True	None	52.7028	True
-0.022	-1.15e-07	-32.59648	-0.022	0.0	0.0	True	None	87.4158	True
-0.022	-1.1e-07	-3.632181	-0.022	-0.0	0.0	True	None	-35.1858	True
-0.022	-1.05e-07	-2.84059	-0.022	-0.0	0.0	True	None	-2.5002	True
-0.022	-1e-07	-11.29237	-0.022	0.0	-0.0	True	None	-8.7456	True
-0.022	-9.5e-08	2.537867	-0.022	-0.0	0.0	True	None	-8.0238	True
-0.022	-9e-08	-4.1676915	-0.022	0.0	-0.0	True	None	48.8136	True
-0.022	-8.5e-08	-53.57460525	-0.022	0.0	-0.0	True	None	-28.0464	True
-0.022	-8e-08	-4.3539565	-0.022	-0.0	0.0	True	None	53.622	True
-0.022	-7.5e-08	-1.74624	-0.022	-0.0	0.0	True	None	-18.3654	True
-0.022	-7e-08	-0.6984965	-0.022	0.0	-0.0	True	None	26.5866	True
-0.022	-6.5e-08	1.6996745	-0.022	0.0	0.0	True	None	-17.2758	True
-0.022	-6e-08	-4.167699	-0.022	0.0	0.0	True	None	23.2026	True
-0.022	-5.5e-08	15.297061	-0.022	-0.0	0.0	True	None	-18.8448	True
-0.022	-5e-08	-3.00353275	-0.022	0.0	-0.0	True	None	22.6914	True
-0.022	-4.5e-08	0.9546125	-0.022	0.0	0.0	True	None	16.8456	True
-0.022	-4e-08	-2.56115	-0.022	0.0	-0.0	True	None	59.4072	True
-0.022	-3.5e-08	-1.1408745	-0.022	0.0	0.0	True	None	2.4462	True
-0.022	-3e-08	-0.046566	-0.022	0.0	0.0	True	None	46.5846	True
-0.022	-2.5e-08	-3.28292925	-0.022	-0.0	0.0	True	None	21.2184	True
-0.022	-2e-08	0.931327	-0.022	0.0	0.0	True	None	15.531	True
-0.022	-1.5e-08	5.37842	-0.022	-0.0	0.0	True	None	37.7124	True
-0.022	-1e-08	-4.8894535	-0.022	0.0	-0.0	True	None	94.0524	True
-0.022	-5e-09	-7.73002225	-0.022	0.0	0.0	True	None	-48.987	True
-0.022	0.0	2.770692	-0.022	-0.0	0.0	True	None	2.6946	True
-0.022	5e-09	0.3026825	-0.022	0.0	0.0	True	None	68.3268	True
-0.022	1e-08	5.19216	-0.022	0.0	-0.0	True	None	-6.7944	True
-0.022	1.5e-08	-16.4146145	-0.022	0.0	0.0	True	None	21.8946	True
-0.022	2e-08	-4.4470945	-0.022	-0.0	0.0	True	None	-72.7776	True
-0.022	2.5e-08	-1.8626565	-0.022	0.0	0.0	True	None	2.847	True
-0.022	3e-08	-0.325966	-0.022	0.0	-0.0	True	None	60.402	True
-0.022	3.5e-08	-1.420273	-0.022	0.0	0.0	True	None	47.166	True
-0.022	4e-08	-1.04774625	-0.022	0.0	0.0	True	None	-33.6714	True
-0.022	4.5e-08	1.350426	-0.022	-0.0	0.0	True	None	38.5476	True
-0.022	5e-08	0.39581125	-0.022	0.0	0.0	True	None	-18.4428	True
-0.022	5.5e-08	-1.65311075	-0.022	0.0	0.0	True	None	-28.1124	True
-0.022	6e-08	-0.1862655	-0.022	-0.0	0.0	True	None	38.3586	True
-0.022	6.5e-08	-1.862653	-0.022	-0.0	0.0	True	None	-27.708	True
-0.022	7e-08	2.3515935	-0.022	0.0	0.0	True	None	22.9938	True
-0.022	7.5e-08	6.26318	-0.022	0.0	-0.0	True	None	4.1028	True
-0.022	8e-08	6.1234835	-0.022	0.0	0.0	True	None	4.8708	True
-0.022	8.5e-08	12.875622	-0.022	0.0	0.0	True	None	10.9122	True
-0.022	9e-08	12.782501	-0.022	-0.0	-0.0	True	None	-32.4678	True
-0.022	9.5e-08	19.115495	-0.022	0.0	0.0	True	None	2.6982	True
-0.022	1e-07	35.2041785	-0.022	-0.0	0.0	True	None	31.4154	True
-0.022	1.05e-07	9.59269525	-0.022	0.0	0.0	True	None	6.4728	True
-0.022	1.1e-07	0.81490975	-0.022	0.0	0.0	True	None	11.3364	True
-0.022	1.15e-07	-0.20954825	-0.022	0.0	0.0	True	None	-24.1452	True
-0.022	1.2e-07	0.488953	-0.022	0.0	0.0	True	None	16.071	True
-0.022	1.25e-07	0.9080455	-0.022	-0.0	0.0	True	None	-64.2678	True
-0.022	1.3e-07	-0.7683435	-0.022	0.0	0.0	True	None	-22.6236	True
-0.022	1.35e-07	-2.444735	-0.022	0.0	-0.0	True	None	-39.1086	True
-0.022	1.4e-07	0.83818825	-0.022	0.0	-0.0	True	None	20.403	True
-0.022	1.45e-07	-55.111351	-0.022	-0.0	-0.0	True	None	-20.4522	True
-0.022	1.5e-07	8.05599	-0.022	0.0	0.0	True	None	44.6304	True
-0.022	1.55e-07	4.56352	-0.022	0.0	0.0	True	None	25.8264	True
-0.022	1.6e-07	11.4553195	-0.022	0.0	0.0	True	None	46.08	True
-0.022	1.65e-07	2.188618	-0.022	-0.0	0.0	True	None	-63.1632	True
-0.022	1.7e-07	1.97907175	-0.022	0.0	0.0	True	None	-74.6988	True
-0.022	1.75e-07	-2.6775685	-0.022	0.0	0.0	True	None	-18.9444	True
-0.022	1.8e-07	-3.282933	-0.022	0.0	0.0	True	None	-5.4156	True
-0.022	1.85e-07	7.823151	-0.022	-0.0	0.0	True	None	-11.811	True
-0.022	1.9e-07	1.3969945	-0.022	0.0	0.0	True	None	-2.6952	True
-0.022	1.95e-07	-2.328321	-0.022	0.0	0.0	True	None	-77.9334	True
-0.022	2e-07	4.656642	-0.022	-0.0	-0.0	True	None	-40.4088	True
-0.022	2.05e-07	22.4216805	-0.022	0.0	-0.0	True	None	25.8	True
-0.022	2.1e-07	-0.1629785	-0.022	0.0	-0.0	True	None	-10.0356	True
-0.022	2.15e-07	9.639261	-0.022	0.0	0.0	True	None	47.8116	True
-0.022	2.2e-07	46.24044	-0.022	0.0	0.0	True	None	23.601	True
-0.022	2.25e-07	-8.754495	-0.022	-0.0	0.0	True	None	67.0704	True
-0.022	2.3e-07	-0.6053685	-0.022	-0.0	-0.0	True	None	-8.9868	True
-0.022	2.35e-07	-3.0268175	-0.022	0.0	0.0	True	None	47.907	True
-0.022	2.4e-07	-0.65192725	-0.022	0.0	0.0	True	None	5.4894	True
-0.022	2.45e-07	-2.700843	-0.022	-0.0	0.0	True	None	-17.0844	True
-0.022	2.5e-07	-6.984958	-0.022	-0.0	0.0	True	None	-23.529	True
-0.022	2.55e-07	-1.3737075	-0.022	0.0	-0.0	True	None	-77.2716	True
-0.022	2.6e-07	-5.168872	-0.022	-0.0	0.0	True	None	-87.3936	True
-0.022	2.65e-07	-3.5390465	-0.022	0.0	0.0	True	None	-41.7042	True
-0.022	2.7e-07	-1.2107245	-0.022	-0.0	0.0	True	None	78.1188	True
-0.022	2.75e-07	0.39582025	-0.022	0.0	0.0	True	None	-1.8414	True
-0.022	2.8e-07	-0.23283675	-0.022	0.0	0.0	True	None	20.1618	True
-0.022	2.85e-07	2.211904	-0.022	-0.0	-0.0	True	None	33.1464	True
-0.022	2.9e-07	-3.143231	-0.022	0.0	0.0	True	None	-11.9628	True
-0.022	2.95e-07	1.094309	-0.022	0.0	-0.0	True	None	39.9774	True
-0.022	3e-07	1.02446	-0.022	0.0	0.0	True	None	5.0958	True
-0.022	3.05e-07	-3.771878	-0.022	0.0	0.0	True	None	58.9602	True
-0.022	3.1e-07	-4.5635105	-0.022	0.0	0.0	True	None	16.746	True
-0.022	3.15e-07	3.6554615	-0.022	0.0	-0.0	True	None	14.3634	True
-0.022	3.2e-07	-4.470373	-0.022	0.0	0.0	True	None	9.5388	True
-0.022	3.25e-07	-55.576987	-0.022	0.0	-0.0	True	None	-82.98	True
-0.022	3.3e-07	15.8325675	-0.022	-0.0	0.0	True	None	-29.217	True
-0.022	3.35e-07	-34.0865965	-0.022	0.0	0.0	True	None	59.2794	True
-0.022	3.4e-07	40.885265	-0.022	0.0	-0.0	True	None	-52.1832	True
-0.022	3.45e-07	21.280864	-0.022	-0.0	0.0	True	None	5.2824	True
-0.022	3.5e-07	-19.83719	-0.022	0.0	-0.0	True	None	-17.2758	True
-0.0219	-3.5e-07	0.162982	-0.0219	0.0	-0.0	True	None	-14.3298	True
-0.0219	-3.45e-07	-0.9312905	-0.0219	0.0	-0.0	True	None	37.1196	True
-0.0219	-3.4e-07	28.219231	-0.0219	-0.0	-0.0	True	None	-18.0606	True
-0.0219	-3.35e-07	-7.38076125	-0.0219	-0.0	0.0	True	None	52.092	True
-0.0219	-3.3e-07	-2.9569585	-0.0219	0.0	0.0	True	None	69.2772	True
-0.0219	-3.25e-07	-37.532491	-0.0219	0.0	0.0	True	None	-6.972	True
-0.0219	-3.2e-07	5.3784165	-0.0219	0.0	0.0	True	None	6.336	True
-0.0219	-3.15e-07	-56.764425	-0.0219	0.0	0.0	True	None	20.6556	True
-0.0219	-3.1e-07	5.14559675	-0.0219	0.0	0.0	True	None	75.0858	True
-0.0219	-3.05e-07	4.4936565	-0.0219	0.0	0.0	True	None	-41.5152	True
-0.0219	-3e-07	0.838194	-0.0219	0.0	0.0	True	None	13.5624	True
-0.0219	-2.95e-07	-3.0966675	-0.0219	0.0	-0.0	True	None	43.5936	True
-0.0219	-2.9e-07	-2.258475	-0.0219	-0.0	-0.0	True	None	-26.2626	True
-0.0219	-2.85e-07	0.6752135	-0.0219	-0.0	0.0	True	None	16.4226	True
-0.0219	-2.8e-07	-5.5879705	-0.0219	0.0	0.0	True	None	31.8828	True
-0.0219	-2.75e-07	4.284112	-0.0219	0.0	0.0	True	None	14.8788	True
-0.0219	-2.7e-07	46.030835	-0.0219	0.0	0.0	True	None	17.8278	True
-0.0219	-2.65e-07	-0.954578	-0.0219	-0.0	0.0	True	None	-23.0298	True
-0.0219	-2.6e-07	-0.931326	-0.0219	0.0	0.0	True	None	-9.1272	True
-0.0219	-2.55e-07	1.885939	-0.0219	-0.0	0.0	True	None	-20.6238	True
-0.0219	-2.5e-07	-0.02328525	-0.0219	0.0	0.0	True	None	-13.9536	True
-0.0219	-2.45e-07	-1.9557905	-0.0219	0.0	0.0	True	None	-15.948	True
-0.0219	-2.4e-07	-1.7229575	-0.0219	-0.0	0.0	True	None	-18.8034	True
-0.0219	-2.35e-07	-0.675217	-0.0219	0.0	0.0	True	None	-21.519	True
-0.0219	-2.3e-07	0.442382	-0.0219	0.0	0.0	True	None	-23.631	True
-0.0219	-2.25e-07	10.4774315	-0.0219	0.0	0.0	True	None	-59.463	True
-0.0219	-2.2e-07	-18.78955	-0.0219	-0.0	0.0	True	None	-66.0138	True
-0.0219	-2.15e-07	28.475373	-0.0219	0.0	0.0	True	None	9.0684	True
-0.0219	-2.1e-07	30.8269	-0.0219	0.0	-0.0	True	None	0.8346	True
-0.0219	-2.05e-07	-15.9489995	-0.0219	0.0	0.0	True	None	-76.1082	True
-0.0219	-2e-07	0.931328	-0.0219	0.0	0.0	True	None	13.2942	True
-0.0219	-1.95e-07	2.700851	-0.0219	0.0	0.0	True	None	37.905	True
-0.0219	-1.9e-07	6.984936	-0.0219	0.0	0.0	True	None	3.747	True
-0.0219	-1.85e-07	-6.170066	-0.0219	0.0	0.0	True	None	21.6558	True
-0.0219	-1.8e-07	-10.43087575	-0.0219	0.0	0.0	True	None	-30.3282	True
-0.0219	-1.75e-07	-3.422629	-0.0219	0.0	0.0	True	None	-9.8034	True
-0.0219	-1.7e-07	7.73001	-0.0219	0.0	0.0	True	None	42.081	True
-0.0219	-1.65e-07	39.74437	-0.0219	0.0	-0.0	True	None	5.2752	True
-0.0219	-1.6e-07	3.51576625	-0.0219	0.0	0.0	True	None	-32.3676	True
-0.0219	-1.55e-07	-3.469191	-0.0219	0.0	0.0	True	None	57.3156	True
-0.0219	-1.5e-07	0.162983	-0.0219	0.0	-0.0	True	None	-75.1926	True
-0.0219	-1.45e-07	-0.256112	-0.0219	0.0	0.0	True	None	-5.1978	True
-0.0219	-1.4e-07	0.2095515	-0.0219	0.0	0.0	True	None	32.028	True
-0.0219	-1.35e-07	-15.902406	-0.0219	0.0	-0.0	True	None	14.6826	True
-0.0219	-1.3e-07	30.96664	-0.0219	0.0	-0.0	True	None	-21.2292	True
-0.0219	-1.25e-07	-15.646326	-0.0219	-0.0	0.0	True	None	54.2766	True
-0.0219	-1.2e-07	1.21072725	-0.0219	0.0	0.0	True	None	37.7904	True
-0.0219	-1.15e-07	-13.108379	-0.0219	0.0	0.0	True	None	-66.8388	True
-0.0219	-1.1e-07	3.39935	-0.0219	0.0	-0.0	True	None	-50.2968	True
-0.0219	-1.05e-07	37.043576	-0.0219	-0.0	0.0	True	None	44.0148	True
-0.0219	-1e-07	47.474375	-0.0219	0.0	-0.0	True	None	-41.6412	True
-0.0219	-9.5e-08	-2.07221275	-0.0219	0.0	0.0	True	None	2.5392	True
-0.0219	-9e-08	-18.06777	-0.0219	-0.0	0.0	True	None	88.4952	True
-0.0219	-8.5e-08	18.999097	-0.0219	0.0	0.0	True	None	-4.7862	True
-0.0219	-8e-08	-2.30504	-0.0219	0.0	0.0	True	None	20.7624	True
-0.0219	-7.5e-08	16.647439	-0.0219	0.0	0.0	True	None	-49.656	True
-0.0219	-7e-08	-1.72296125	-0.0219	-0.0	0.0	True	None	-95.3106	True
-0.0219	-6.5e-08	1.51341	-0.0219	-0.0	-0.0	True	None	18.5508	True
-0.0219	-6e-08	0.558794	-0.0219	-0.0	0.0	True	None	38.6658	True
-0.0219	-5.5e-08	-0.27939775	-0.0219	0.0	0.0	True	None	-13.8456	True
-0.0219	-5e-08	0.6286435	-0.0219	0.0	-0.0	True	None	-73.9734	True
-0.0219	-4.5e-08	12.037442	-0.0219	0.0	-0.0	True	None	-21.774	True
-0.0219	-4e-08	-8.987372	-0.0219	-0.0	0.0	True	None	-15.9912	True
-0.0219	-3.5e-08	8.801048	-0.0219	0.0	0.0	True	None	-33.0726	True
-0.0219	-3e-08	-10.7334955	-0.0219	0.0	0.0	True	None	17.9652	True
-0.0219	-2.5e-08	-14.714985	-0.0219	0.0	-0.0	True	None	2.337	True
-0.0219	-2e-08	29.709307	-0.0219	-0.0	0.0	True	None	-8.8212	True
-0.0219	-1.5e-08	48.96454	-0.0219	0.0	0.0	True	None	9.939	True
-0.0219	-1e-08	44.7037925	-0.0219	0.0	0.0	True	None	1.6026	True
-0.0219	-5e-09	-16.903598	-0.0219	0.0	-0.0	True	None	42.4662	True
-0.0219	0.0	-10.221324	-0.0219	-0.0	0.0	True	None	-39.6444	True
-0.0219	5e-09	-35.041157	-0.0219	0.0	0.0	True	None	-5.1912	True
-0.0219	1e-08	-2.584445	-0.0219	-0.0	0.0	True	None	102.2676	True
-0.0219	1.5e-08	-2.5611465	-0.0219	-0.0	0.0	True	None	-40.881	True
-0.0219	2e-08	32.806042	-0.0219	0.0	0.0	True	None	-21.6294	True
-0.0219	2.5e-08	11.47863	-0.0219	0.0	0.0	True	None	13.044	True
-0.0219	3e-08	8.102574	-0.0219	0.0	0.0	True	None	-15.174	True
-0.0219	3.5e-08	-10.430883	-0.0219	0.0	0.0	True	None	-16.1694	True
-0.0219	4e-08	-31.5953065	-0.0219	-0.0	0.0	True	None	6.4956	True
-0.0219	4.5e-08	22.398421	-0.0219	0.0	-0.0	True	None	25.4694	True
-0.0219	5e-08	0.1629825	-0.0219	0.0	0.0	True	None	3.3756	True
-0.0219	5.5e-08	2.18862025	-0.0219	-0.0	0.0	True	None	-13.9896	True
-0.0219	6e-08	1.2340095	-0.0219	0.0	0.0	True	None	-35.4792	True
-0.0219	6.5e-08	-3.3760635	-0.0219	-0.0	-0.0	True	None	-14.6202	True
-0.0219	7e-08	2.281765	-0.0219	0.0	0.0	True	None	40.0566	True
-0.0219	7.5e-08	-3.236368	-0.0219	0.0	0.0	True	None	-2.544	True
-0.0219	8e-08	4.982598	-0.0219	0.0	0.0	True	None	-1.074	True
-0.0219	8.5e-08	23.003798	-0.0219	-0.0	0.0	True	None	-7.9596	True
-0.0219	9e-08	23.42292	-0.0219	0.0	0.0	True	None	4.8678	True
-0.0219	9.5e-08	1.792807	-0.0219	-0.0	-0.0	True	None	-18.5682	True
-0.0219	1e-07	-0.162988	-0.0219	-0.0	0.0	True	None	79.7718	True
-0.0219	1.05e-07	0.698495	-0.0219	0.0	0.0	True	None	78.0816	True
-0.0219	1.1e-07	8.312112	-0.0219	0.0	0.0	True	None	-55.0062	True
-0.0219	1.15e-07	29.173842	-0.0219	0.0	-0.0	True	None	-2.8572	True
-0.0219	1.2e-07	12.782434	-0.0219	0.0	0.0	True	None	-8.2812	True
-0.0219	1.25e-07	-32.340355	-0.0219	0.0	0.0	True	None	-49.1592	True
-0.0219	1.3e-07	13.271411	-0.0219	0.0	-0.0	True	None	-21.468	True
-0.0219	1.35e-07	-0.465684	-0.0219	-0.0	0.0	True	None	27.699	True
-0.0219	1.4e-07	-2.1653235	-0.0219	-0.0	-0.0	True	None	-1.1016	True
-0.0219	1.45e-07	0.0232815	-0.0219	-0.0	0.0	True	None	-33.2382	True
-0.0219	1.5e-07	14.66842975	-0.0219	-0.0	0.0	True	None	23.1864	True
-0.0219	1.55e-07	0.745061	-0.0219	0.0	0.0	True	None	16.4544	True
-0.0219	1.6e-07	-5.9604875	-0.0219	0.0	0.0	True	None	-60.3744	True
-0.0219	1.65e-07	0.698503	-0.0219	-0.0	0.0	True	None	-34.6458	True
-0.0219	1.7e-07	-32.829319	-0.0219	-0.0	0.0	True	None	-38.1684	True
-0.0219	1.75e-07	-32.4335225	-0.0219	0.0	0.0	True	None	-6.144	True
-0.0219	1.8e-07	-31.758346	-0.0219	0.0	0.0	True	None	70.9044	True
-0.0219	1.85e-07	12.503071	-0.0219	0.0	0.0	True	None	-15.1008	True
-0.0219	1.9e-07	24.16794	-0.0219	-0.0	0.0	True	None	-0.156	True
-0.0219	1.95e-07	1.5366965	-0.0219	0.0	0.0	True	None	5.7984	True
-0.0219	2e-07	5.494835	-0.0219	-0.0	0.0	True	None	-19.4808	True
-0.0219	2.05e-07	-10.058272	-0.0219	-0.0	-0.0	True	None	-17.8158	True
-0.0219	2.1e-07	31.50212	-0.0219	-0.0	0.0	True	None	28.2468	True
-0.0219	2.15e-07	19.4181845	-0.0219	0.0	0.0	True	None	-9.174	True
-0.0219	2.2e-07	3.7253045	-0.0219	0.0	0.0	True	None	4.6986	True
-0.0219	2.25e-07	-4.2841055	-0.0219	-0.0	0.0	True	None	-14.6214	True
-0.0219	2.3e-07	-3.352779	-0.0219	-0.0	-0.0	True	None	45.0714	True
-0.0219	2.35e-07	-0.4889465	-0.0219	0.0	0.0	True	None	-2.8956	True
-0.0219	2.4e-07	3.56233	-0.0219	0.0	0.0	True	None	-10.5492	True
-0.0219	2.45e-07	-0.3026925	-0.0219	0.0	0.0	True	None	51.735	True
-0.0219	2.5e-07	-1.024455	-0.0219	0.0	0.0	True	None	-21.5862	True
-0.0219	2.55e-07	-7.07808	-0.0219	0.0	-0.0	True	None	13.1778	True
-0.0219	2.6e-07	9.80222	-0.0219	-0.0	0.0	True	None	-6.5472	True
-0.0219	2.65e-07	2.2817555	-0.0219	0.0	0.0	True	None	-31.0014	True
-0.0219	2.7e-07	-0.30267975	-0.0219	-0.0	0.0	True	None	38.2944	True
-0.0219	2.75e-07	-0.18626275	-0.0219	-0.0	0.0	True	None	79.4976	True
-0.0219	2.8e-07	-9.91864875	-0.0219	-0.0	0.0	True	None	33.618	True
-0.0219	2.85e-07	-5.5647025	-0.0219	0.0	-0.0	True	None	-53.274	True
-0.0219	2.9e-07	22.119025	-0.0219	0.0	-0.0	True	None	22.1724	True
-0.0219	2.95e-07	10.0350805	-0.0219	-0.0	0.0	True	None	-10.9608	True
-0.0219	3e-07	6.7754685	-0.0219	-0.0	0.0	True	None	-56.703	True
-0.0219	3.05e-07	12.6660465	-0.0219	-0.0	0.0	True	None	-54.4338	True
-0.0219	3.1e-07	1.047747	-0.0219	-0.0	0.0	True	None	-0.429	True
-0.0219	3.15e-07	-5.564688	-0.0219	0.0	0.0	True	None	-16.035	True
-0.0219	3.2e-07	6.1700415	-0.0219	0.0	-0.0	True	None	43.0938	True
-0.0219	3.25e-07	27.800129	-0.0219	0.0	0.0	True	None	25.5666	True
-0.0219	3.3e-07	12.782463	-0.0219	-0.0	0.0	True	None	51.3072	True
-0.0219	3.35e-07	-0.465714	-0.0219	0.0	-0.0	True	None	14.0514	True
-0.0219	3.4e-07	-13.5275455	-0.0219	0.0	0.0	True	None	-52.2792	True
-0.0219	3.45e-07	-14.528687	-0.0219	0.0	-0.0	True	None	4.5798	True
-0.0219	3.5e-07	-8.3120745	-0.0219	-0.0	0.0	True	None	34.3194	True
-0.0218	-3.5e-07	-0.3725385	-0.0218	0.0	-0.0	True	None	-29.4354	True
-0.0218	-3.45e-07	1.280578	-0.0218	0.0	0.0	True	None	-57.054	True
-0.0218	-3.4e-07	-4.2841015	-0.0218	-0.0	0.0	True	None	70.5216	True
-0.0218	-3.35e-07	-0.4656635	-0.0218	0.0	-0.0	True	None	95.6094	True
-0.0218	-3.3e-07	7.590287	-0.0218	-0.0	0.0	True	None	-5.8794	True
-0.0218	-3.25e-07	0.20955125	-0.0218	0.0	0.0	True	None	12.1398	True
-0.0218	-3.2e-07	2.3050355	-0.0218	0.0	0.0	True	None	-8.9622	True
-0.0218	-3.15e-07	-4.93603925	-0.0218	0.0	0.0	True	None	-47.3004	True
-0.0218	-3.1e-07	-2.11876925	-0.0218	0.0	-0.0	True	None	44.532	True
-0.0218	-3.05e-07	-1.7462445	-0.0218	0.0	0.0	True	None	-4.9632	True
-0.0218	-3e-07	1.653107	-0.0218	-0.0	0.0	True	None	-13.47	True
-0.0218	-2.95e-07	-0.2328325	-0.0218	-0.0	0.0	True	None	52.1322	True
-0.0218	-2.9e-07	-1.373711	-0.0218	0.0	0.0	True	None	-25.8978	True
-0.0218	-2.85e-07	-4.4936585	-0.0218	0.0	0.0	True	None	75.3882	True
-0.0218	-2.8e-07	-28.894488	-0.0218	-0.0	0.0	True	None	-48.3864	True
-0.0218	-2.75e-07	13.457674	-0.0218	0.0	-0.0	True	None	23.8152	True
-0.0218	-2.7e-07	7.10138	-0.0218	0.0	-0.0	True	None	-10.8894	True
-0.0218	-2.65e-07	-13.271417	-0.0218	-0.0	0.0	True	None	-102.3522	True
-0.0218	-2.6e-07	-1.327137	-0.0218	0.0	-0.0	True	None	37.6362	True
-0.0218	-2.55e-07	2.048924	-0.0218	-0.0	0.0	True	None	21.0078	True
-0.0218	-2.5e-07	0.5587925	-0.0218	0.0	0.0	True	None	15.1608	True
-0.0218	-2.45e-07	4.56351	-0.0218	-0.0	0.0	True	None	-20.475	True
-0.0218	-2.4e-07	-24.982855	-0.0218	0.0	-0.0	True	None	-41.454	True
-0.0218	-2.35e-07	4.004716	-0.0218	0.0	-0.0	True	None	-20.169	True
-0.0218	-2.3e-07	4.6100695	-0.0218	0.0	0.0	True	None	38.4612	True
-0.0218	-2.25e-07	2.724127	-0.0218	0.0	0.0	True	None	-62.0904	True
-0.0218	-2.2e-07	-4.2375355	-0.0218	0.0	0.0	True	None	-31.3008	True
-0.0218	-2.15e-07	0.0465665	-0.0218	-0.0	0.0	True	None	12.3948	True
-0.0218	-2.1e-07	-4.703206	-0.0218	0.0	0.0	True	None	-78.876	True
-0.0218	-2.05e-07	-1.024457	-0.0218	-0.0	0.0	True	None	13.6764	True
-0.0218	-2e-07	-4.51694875	-0.0218	-0.0	0.0	True	None	84.981	True
-0.0218	-1.95e-07	-3.236369	-0.0218	0.0	0.0	True	None	-11.9676	True
