Initial Temperature (K)	0.0502043
Excitation Current (A)	3.75e-07
Axis 1,2	x,y
Angle	0
Field (T)	Current (A)	        Resistance (Ohms)	            Actual X-Field	                Actual Y-Field	                    Actual Z-Field	                        Lock-In Overload Pass	                            Average Phase
-0.02	                1.3e-05	                    0.05360475	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        -4.1796
-0.02	                1.4e-05	                    0.04087899	                        -0.02	                            0.0	                                0.0	                                    True	                                        12.4992
-0.02	                1.5e-05	                    0.03229596	                        -0.02	                            -0.0	                                0.0	                                    True	                                        26.8176
-0.02	                1.6e-05	                    0.03458082	                        -0.02	                            -0.0	                                0.0	                                    True	                                        15.4764
-0.02	                1.7e-05	                    0.03528619	                        -0.02	                            0.0	                                0.0	                                    True	                                        23.9412
-0.02	                1.8e-05	                    0.03611063	                        -0.02	                            -0.0	                                0.0	                                    True	                                        10.29
-0.02	                1.9e-05	                    0.03379603	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        20.838
-0.02	                2e-05	                    0.02942497	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        30.7356
-0.02	                2.1e-05	                    0.04244864	                        -0.02	                            -0.0	                                0.0	                                    True	                                        18.4908
-0.02	                2.2e-05	                    0.04181291	                        -0.02	                            0.0	                                -0.0	                                    True	                                        16.4664
-0.02	                2.3e-05	                    0.02879914	                        -0.02	                            -0.0	                                0.0	                                    True	                                        23.5236
-0.02	                2.4e-05	                    0.03877301	                        -0.02	                            0.0	                                -0.0	                                    True	                                        24.2496
-0.02	                2.5e-05	                    0.03858427	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        21.9888
-0.02	                2.6e-05	                    0.03786907	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        -3.384
-0.02	                2.7e-05	                    0.03340853	                        -0.02	                            -0.0	                                0.0	                                    True	                                        14.1156
-0.02	                2.8e-05	                    0.02741829	                        -0.02	                            -0.0	                                0.0	                                    True	                                        9.3924
-0.02	                2.9e-05	                    0.03779947	                        -0.02	                            -0.0	                                0.0	                                    True	                                        19.98
-0.02	                3e-05	                    0.03347813	                        -0.02	                            -0.0	                                0.0	                                    True	                                        22.0212
-0.02	                3.1e-05	                    0.03453115	                        -0.02	                            0.0	                                0.0	                                    True	                                        32.2032
-0.02	                3.2e-05	                    0.03877305	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        18.75
-0.02	                3.3e-05	                    0.03673653	                        -0.02	                            0.0	                                -0.0	                                    True	                                        15.4092
-0.02	                3.4e-05	                    0.04041211	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        8.2488
-0.02	                3.5e-05	                    0.03490865	                        -0.02	                            0.0	                                0.0	                                    True	                                        18.2772
-0.02	                3.6e-05	                    0.04020352	                        -0.02	                            -0.0	                                0.0	                                    True	                                        8.4444
-0.02	                3.7e-05	                    0.04405803	                        -0.02	                            -0.0	                                0.0	                                    True	                                        17.6844
-0.02	                3.8e-05	                    0.03889221	                        -0.02	                            -0.0	                                0.0	                                    True	                                        23.2572
-0.02	                3.9e-05	                    0.03726304	                        -0.02	                            -0.0	                                0.0	                                    True	                                        7.5156
-0.02	                4e-05	                    0.03342841	                        -0.02	                            -0.0	                                0.0	                                    True	                                        11.6352
-0.02	                4.1e-05	                    0.04117707	                        -0.02	                            -0.0	                                0.0	                                    True	                                        13.3476
-0.02	                4.2e-05	                    0.03161047	                        -0.02	                            -0.0	                                0.0	                                    True	                                        28.6452
-0.02	                4.3e-05	                    0.03545506	                        -0.02	                            -0.0	                                0.0	                                    True	                                        14.6508
-0.02	                4.4e-05	                    0.04319371	                        -0.02	                            -0.0	                                0.0	                                    True	                                        4.32
-0.02	                4.5e-05	                    0.03844518	                        -0.02	                            -0.0	                                0.0	                                    True	                                        35.148
-0.02	                4.6e-05	                    0.04545872	                        -0.02	                            -0.0	                                0.0	                                    True	                                        10.9488
-0.02	                4.7e-05	                    0.03748165	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        36.2388
-0.02	                4.8e-05	                    0.04051152	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        14.4588
-0.02	                4.9e-05	                    0.03493846	                        -0.02	                            0.0	                                -0.0	                                    True	                                        29.9796
-0.02	                5e-05	                    0.03635904	                        -0.02	                            -0.0	                                0.0	                                    True	                                        14.604
-0.02	                5.1e-05	                    0.03888229	                        -0.02	                            -0.0	                                0.0	                                    True	                                        19.8732
-0.02	                5.2e-05	                    0.045568	                        -0.02	                            -0.0	                                0.0	                                    True	                                        21.6528
-0.02	                5.3e-05	                    0.03521659	                        -0.02	                            -0.0	                                0.0	                                    True	                                        27.606
-0.02	                5.4e-05	                    0.04261754	                        -0.02	                            -0.0	                                0.0	                                    True	                                        17.5416
-0.02	                5.5e-05	                    0.03776965	                        -0.02	                            0.0	                                -0.0	                                    True	                                        27.798
-0.02	                5.6e-05	                    0.04331291	                        -0.02	                            0.0	                                0.0	                                    True	                                        19.6512
-0.02	                5.7e-05	                    0.03017997	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        2.7828
-0.02	                5.8e-05	                    0.03027934	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        14.3736
-0.02	                5.9e-05	                    0.05304843	                        -0.02	                            -0.0	                                0.0	                                    True	                                        7.2756
-0.02	                6e-05	                    0.03174959	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        26.2152
-0.02	                6.1e-05	                    0.03292183	                        -0.02	                            -0.0	                                0.0	                                    True	                                        26.5536
-0.02	                6.2e-05	                    0.03514698	                        -0.02	                            -0.0	                                0.0	                                    True	                                        7.1952
-0.02	                6.3e-05	                    0.0306966	                        -0.02	                            0.0	                                0.0	                                    True	                                        35.3748
-0.02	                6.4e-05	                    0.03488873	                        -0.02	                            -0.0	                                0.0	                                    True	                                        22.2048
-0.02	                6.5e-05	                    0.04548859	                        -0.02	                            -0.0	                                0.0	                                    True	                                        11.3112
-0.02	                6.6e-05	                    0.035614	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        22.9032
-0.02	                6.7e-05	                    0.03807759	                        -0.02	                            -0.0	                                0.0	                                    True	                                        11.9568
-0.02	                6.8e-05	                    0.02770637	                        -0.02	                            -0.0	                                0.0	                                    True	                                        27.1428
-0.02	                6.9e-05	                    0.036816	                        -0.02	                            -0.0	                                0.0	                                    True	                                        15.0924
-0.02	                7e-05	                    0.03768025	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        22.1496
-0.02	                7.1e-05	                    0.03700475	                        -0.02	                            -0.0	                                0.0	                                    True	                                        20.2848
-0.02	                7.2e-05	                    0.03446164	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        21.4368
-0.02	                7.3e-05	                    0.03854453	                        -0.02	                            -0.0	                                0.0	                                    True	                                        15.48
-0.02	                7.4e-05	                    0.04974037	                        -0.02	                            -0.0	                                0.0	                                    True	                                        2.9676
-0.02	                7.5e-05	                    0.03551461	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        18.546
-0.02	                7.6e-05	                    0.03337882	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        8.9436
-0.02	                7.7e-05	                    0.04723696	                        -0.02	                            0.0	                                0.0	                                    True	                                        12.756
-0.02	                7.8e-05	                    0.03558421	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        24.2808
-0.02	                7.9e-05	                    0.03641861	                        -0.02	                            -0.0	                                0.0	                                    True	                                        23.0772
