Initial Temperature (K)	0.0250626
Excitation Current (A)	2.031168831168831e-07
Axis 1,2	x,y
Angle	0
Field (T)	Current (A)	Resistance (Ohms)	Actual X-Field	Actual Y-Field	Actual Z-Field
0.01	-1.3e-05	0.00240721	0.01	0.0	-0.0
0.01	-1.2e-05	0.0133062	0.01	-0.0	-0.0
0.01	-1.1e-05	0.00565352	0.01	-0.0	0.0
0.01	-1e-05	0.00902823	0.01	-0.0	0.0
0.01	-9e-06	0.00866598	0.01	-0.0	0.0
0.01	-8e-06	-0.00349391	0.01	0.0	0.0001
0.01	-7e-06	0.01492934	0.01	-0.0	0.0001
0.01	-6e-06	-0.01970252	0.01	-0.0	0.0
0.01	-5e-06	0.01659377	0.01	0.0	0.0
0.01	-4e-06	0.01579596	0.01	0.0	0.0
0.01	-3e-06	0.00326463	0.01	-0.0	-0.0
0.01	-2e-06	0.00667144	0.01	0.0	-0.0
0.01	-1e-06	0.00343886	0.01	-0.0	-0.0
0.01	0.0	-0.00429632	0.01	0.0	0.0
0.01	1e-06	0.01564467	0.01	-0.0	-0.0
0.01	2e-06	0.00113711	0.01	0.0	-0.0
0.01	3e-06	0.00088035	0.01	-0.0	-0.0
0.01	4e-06	-0.00155438	0.01	-0.0	0.0
0.01	5e-06	-0.01218282	0.01	-0.0	0.0001
0.01	6e-06	-0.01429203	0.01	0.0	-0.0001
0.01	7e-06	0.00924832	0.01	0.0	-0.0
0.01	8e-06	0.0012334	0.01	-0.0	0.0001
0.01	9e-06	0.00583235	0.01	0.0	0.0001
0.01	1e-05	0.01663962	0.01	-0.0	0.0
0.01	1.1e-05	0.01356296	0.01	-0.0	0.0
0.01	1.2e-05	-0.00011005	0.01	0.0	0.0001
0.01	1.3e-05	-6.421e-05	0.01	-0.0	-0.0
0.01	1.4e-05	-0.00518125	0.01	0.0	-0.0
0.01	1.5e-05	0.01429202	0.01	-0.0	-0.0
0.01	1.6e-05	0.01662126	0.01	0.0	-0.0
0.01	1.7e-05	0.02091301	0.01	-0.0	0.0
0.01	1.8e-05	0.02795126	0.01	0.0	0.0
0.01	1.9e-05	0.02295341	0.01	0.0	0.0
0.01	2e-05	0.0276028	0.01	0.0	-0.0
0.01	2.1e-05	0.03285287	0.01	-0.0	-0.0
0.01	2.2e-05	0.03769473	0.01	-0.0	0.0
0.01	2.3e-05	0.05435272	0.01	-0.0	0.0
0.01	2.4e-05	0.05278463	0.01	-0.0	0.0
0.01	2.5e-05	0.06529292	0.01	0.0	0.0001
0.01	2.6e-05	0.05786959	0.01	-0.0	0.0
0.01	2.7e-05	0.06096002	0.01	0.0	0.0001
0.01	2.8e-05	0.07970874	0.01	0.0	0.0
0.01	2.9e-05	0.09216216	0.01	-0.0	0.0001
0.01	3e-05	0.09271241	0.01	-0.0	0.0
0.01	3.1e-05	0.1074629	0.01	0.0	-0.0
0.01	3.2e-05	0.11038826	0.01	-0.0	-0.0
0.01	3.3e-05	0.11689919	0.01	0.0	-0.0
0.01	3.4e-05	0.12672984	0.01	-0.0	-0.0
0.01	3.5e-05	0.12884818	0.01	0.0	-0.0
0.01	3.6e-05	0.14422228	0.01	0.0	0.0
0.01	3.7e-05	0.13993967	0.01	-0.0	-0.0
0.01	3.8e-05	0.15440132	0.01	0.0	-0.0
0.01	3.9e-05	0.14105383	0.01	-0.0	0.0
0.01	4e-05	0.15191615	0.01	-0.0	0.0
0.01	4.1e-05	0.16781291	0.01	-0.0	0.0
0.01	4.2e-05	0.15005909	0.01	0.0	-0.0
0.01	4.3e-05	0.15972011	0.01	-0.0	-0.0
0.01	4.4e-05	0.15888549	0.01	0.0	-0.0
0.01	4.5e-05	0.16066456	0.01	0.0	-0.0001
0.01	4.6e-05	0.15188408	0.01	-0.0	-0.0
0.01	4.7e-05	0.15645081	0.01	-0.0	-0.0
0.01	4.8e-05	0.16067832	0.01	-0.0	-0.0
0.01	4.9e-05	0.15931197	0.01	0.0	0.0001
0.01	5e-05	0.16007315	0.01	0.0	0.0
0.01	5.1e-05	0.17338844	0.01	-0.0	0.0
0.01	5.2e-05	0.16896838	0.01	-0.0	-0.0
0.01	5.3e-05	0.14827091	0.01	0.0	-0.0
0.01	5.4e-05	0.15379608	0.01	-0.0	0.0
0.01	5.5e-05	0.13694548	0.01	-0.0	0.0
0.01	5.6e-05	0.14884863	0.01	-0.0	-0.0
0.01	5.7e-05	0.14451568	0.01	0.0	-0.0001
0.01	5.8e-05	0.14733551	0.01	-0.0	-0.0
0.01	5.9e-05	0.1279678	0.01	0.0	-0.0
0.01	6e-05	0.15010503	0.01	-0.0	-0.0
0.01	6.1e-05	0.12681233	0.01	0.0	0.0
0.01	6.2e-05	0.12793575	0.01	0.0	0.0001
0.01	6.3e-05	0.12383203	0.01	0.0	0.0
0.01	6.4e-05	0.10978765	0.01	-0.0	0.0001
0.01	6.5e-05	0.12269492	0.01	0.0	-0.0001
0.01	6.6e-05	0.11208477	0.01	0.0	-0.0
0.01	6.7e-05	0.09967266	0.01	-0.0	-0.0
0.01	6.8e-05	0.11532197	0.01	0.0	-0.0
0.01	6.9e-05	0.11704598	0.01	-0.0	-0.0
0.01	7e-05	0.10934746	0.01	-0.0	-0.0
0.01	7.1e-05	0.11540446	0.01	0.0	-0.0
0.01	7.2e-05	0.11083308	0.01	-0.0	-0.0
0.01	7.3e-05	0.09900782	0.01	-0.0	-0.0
0.01	7.4e-05	0.11651863	0.01	-0.0	-0.0
0.01	7.5e-05	0.10250179	0.01	-0.0	-0.0
0.01	7.6e-05	0.09782488	0.01	0.0	-0.0
0.01	7.7e-05	0.09576159	0.01	-0.0	0.0
0.01	7.8e-05	0.09543138	0.01	0.0	-0.0
0.01	7.9e-05	0.11420776	0.01	0.0	-0.0
0.01	8e-05	0.10416163	0.01	-0.0	-0.0001
0.01	8.1e-05	0.11160793	0.01	-0.0	0.0
0.01	8.2e-05	0.10621589	0.01	-0.0	-0.0
0.01	8.3e-05	0.11378596	0.01	-0.0	-0.0
0.01	8.4e-05	0.11600971	0.01	-0.0	0.0
0.01	8.5e-05	0.1072062	0.01	-0.0	-0.0
0.01	8.6e-05	0.09351475	0.01	-0.0	0.0
0.01	8.7e-05	0.10698606	0.01	0.0	0.0
0.01	8.8e-05	0.10524369	0.01	0.0	0.0001
0.01	8.9e-05	0.09021348	0.01	-0.0	0.0
0.01	9e-05	0.11723856	0.01	-0.0	-0.0
0.01	9.1e-05	0.09837971	0.01	0.0	0.0
0.01	9.2e-05	0.10584433	0.01	0.0	-0.0
0.01	9.3e-05	0.09142391	0.01	-0.0	-0.0
0.01	9.4e-05	0.09906284	0.01	0.0	-0.0
0.01	9.5e-05	0.09514719	0.01	-0.0	0.0001
0.01	9.6e-05	0.0992463	0.01	-0.0	-0.0
0.01	9.7e-05	0.10278141	0.01	-0.0	0.0
0.01	9.8e-05	0.10398274	0.01	-0.0	-0.0
0.01	9.9e-05	0.09964524	0.01	-0.0	0.0
0.01	0.0001	0.10839385	0.01	0.0	0.0
0.01	0.000101	0.09036019	0.01	-0.0	-0.0
0.01	0.000102	0.10407906	0.01	-0.0	0.0001
0.01	0.000103	0.1060736	0.01	0.0	0.0
0.01	0.000104	0.08280838	0.01	-0.0	0.0001
0.01	0.000105	0.09857689	0.01	0.0	-0.0
0.01	0.000106	0.09437224	0.01	0.0	-0.0
0.01	0.000107	0.09223096	0.01	0.0	0.0
0.01	0.000108	0.10614701	0.01	-0.0	-0.0
0.01	0.000109	0.09717841	0.01	0.0	-0.0
0.01	0.00011	0.09211179	0.01	-0.0	0.0
0.01	0.000111	0.10337292	0.01	-0.0	-0.0
0.01	0.000112	0.09644014	0.01	0.0	-0.0
0.01	0.000113	0.09836597	0.01	-0.0	-0.0
0.01	0.000114	0.09093338	0.01	-0.0	-0.0
0.01	0.000115	0.10446884	0.01	-0.0	-0.0
0.01	0.000116	0.10821484	0.01	0.0	0.0001
0.01	0.000117	0.09696752	0.01	0.0	-0.0001
0.01	0.000118	0.09755442	0.01	-0.0	-0.0
0.01	0.000119	0.0949087	0.01	-0.0	-0.0
0.01	0.00012	0.08837941	0.01	0.0	-0.0
0.01	0.000121	0.11238285	0.01	0.0	-0.0
0.01	0.000122	0.09262073	0.01	0.0	0.0
0.01	0.000123	0.09874189	0.01	-0.0	0.0001
0.01	0.000124	0.08685248	0.01	0.0	0.0
0.01	0.000125	0.09497746	0.01	0.0	-0.0
0.01	0.000126	0.11806392	0.01	-0.0	-0.0
0.01	0.000127	0.08780624	0.01	0.0	0.0
0.01	0.000128	0.10401033	0.01	0.0	0.0
0.01	0.000129	0.09979646	0.01	0.0	-0.0001
0.01	0.00013	0.09724263	0.01	0.0	0.0
0.01	0.000131	0.10426706	0.01	0.0	-0.0
0.01	0.000132	0.10847168	0.01	-0.0	0.0001
0.01	0.000133	0.09498206	0.01	-0.0	0.0
0.01	0.000134	0.10435878	0.01	0.0	0.0
0.01	0.000135	0.09995695	0.01	0.0	0.0
0.01	0.000136	0.0942255	0.01	0.0	-0.0
0.01	0.000137	0.08878747	0.01	-0.0	-0.0
0.01	0.000138	0.09235933	0.01	-0.0	0.0
0.01	0.000139	0.09951223	0.01	0.0	0.0
0.01	0.00014	0.09803587	0.01	0.0	0.0001
0.01	0.000141	0.10497776	0.01	0.0	0.0
0.01	0.000142	0.0901813	0.01	0.0	0.0
0.01	0.000143	0.10161233	0.01	0.0	0.0
0.01	0.000144	0.10550044	0.01	-0.0	0.0
0.01	0.000145	0.08940186	0.01	-0.0	0.0
0.01	0.000146	0.09902156	0.01	-0.0	0.0
0.01	0.000147	0.09752222	0.01	-0.0	-0.0
0.01	0.000148	0.0878154	0.01	0.0	-0.0
0.01	0.000149	0.10926494	0.01	-0.0	-0.0
0.01	0.00015	0.0874669	0.01	-0.0	-0.0
0.01	0.000151	0.11069095	0.01	0.0	-0.0
0.01	0.000152	0.10915488	0.01	0.0	0.0
0.01	0.000153	0.08675628	0.01	0.0	0.0
0.01	0.000154	0.10016787	0.01	-0.0	0.0
0.01	0.000155	0.09728834	0.01	0.0	0.0
0.01	0.000156	0.09327176	0.01	-0.0	-0.0
0.01	0.000157	0.10078232	0.01	0.0	0.0
0.01	0.000158	0.08365201	0.01	-0.0	0.0001
0.01	0.000159	0.09476654	0.01	0.0	0.0
0.01	0.00016	0.07735199	0.01	-0.0	0.0
0.01	0.000161	0.10759588	0.01	-0.0	-0.0
0.01	0.000162	0.09550489	0.01	-0.0	-0.0
0.01	0.000163	0.09168071	0.01	0.0	0.0
0.01	0.000164	0.09681152	0.01	0.0	-0.0
0.01	0.000165	0.08895713	0.01	0.0	0.0
0.01	0.000166	0.09672903	0.01	0.0	0.0001
0.01	0.000167	0.09999366	0.01	-0.0	0.0
0.01	0.000168	0.09204754	0.01	0.0	0.0
0.01	0.000169	0.09350569	0.01	0.0	-0.0
0.01	0.00017	0.08230857	0.01	-0.0	0.0001
0.01	0.000171	0.10173605	0.01	0.0	-0.0
0.01	0.000172	0.10683019	0.01	0.0	0.0
0.01	0.000173	0.0863023	0.01	0.0	-0.0
0.01	0.000174	0.09109373	0.01	-0.0	0.0
0.01	0.000175	0.09977351	0.01	-0.0	0.0001
0.01	0.000176	0.0938679	0.01	-0.0	0.0
0.01	0.000177	0.10666967	0.01	0.0	0.0001
0.01	0.000178	0.10288689	0.01	0.0	0.0
0.01	0.000179	0.09565615	0.01	-0.0	-0.0
0.01	0.00018	0.09837971	0.01	0.0	-0.0
0.01	0.000181	0.09362484	0.01	-0.0	-0.0
0.01	0.000182	0.09693542	0.01	0.0	0.0
0.01	0.000183	0.08622432	0.01	-0.0	-0.0
0.01	0.000184	0.08013061	0.01	-0.0	-0.0
0.01	0.000185	0.09635307	0.01	-0.0	-0.0
0.01	0.000186	0.09779736	0.01	-0.0	-0.0
0.01	0.000187	0.09841641	0.01	-0.0	-0.0
0.01	0.000188	0.08398679	0.01	-0.0	0.0
0.01	0.000189	0.09200626	0.01	0.0	0.0
0.01	0.00019	0.10521612	0.01	-0.0	0.0
0.01	0.000191	0.09995695	0.01	0.0	0.0
0.01	0.000192	0.0927995	0.01	0.0	0.0
0.01	0.000193	0.10433123	0.01	-0.0	-0.0
0.01	0.000194	0.08840695	0.01	-0.0	-0.0
0.01	0.000195	0.10152059	0.01	-0.0	-0.0
0.01	0.000196	0.09620173	0.01	0.0	0.0001
0.01	0.000197	0.09177706	0.01	0.0	0.0
0.01	0.000198	0.10006701	0.01	0.0	0.0
0.01	0.000199	0.09217134	0.01	-0.0	-0.0
0.01	0.0002	0.11249291	0.01	0.0	-0.0
0.0099	-0.0002	-0.07213856	0.0099	0.0	0.0
0.0099	-0.000199	0.0863023	0.0099	0.0	-0.0
0.0099	-0.000198	0.10499615	0.0099	-0.0	0.0
0.0099	-0.000197	0.10781142	0.0099	0.0	0.0
0.0099	-0.000196	0.08064418	0.0099	-0.0	-0.0001
0.0099	-0.000195	0.09622925	0.0099	0.0	0.0001
0.0099	-0.000194	0.09543596	0.0099	0.0	-0.0
0.0099	-0.000193	0.09457855	0.0099	0.0	-0.0
0.0099	-0.000192	0.09450061	0.0099	0.0	-0.0
0.0099	-0.000191	0.094739	0.0099	0.0	-0.0
0.0099	-0.00019	0.10721992	0.0099	0.0	-0.0
0.0099	-0.000189	0.10144263	0.0099	0.0	0.0001
0.0099	-0.000188	0.0997919	0.0099	-0.0	-0.0
0.0099	-0.000187	0.08077714	0.0099	-0.0	0.0001
0.0099	-0.000186	0.09691703	0.0099	0.0	-0.0
0.0099	-0.000185	0.08625191	0.0099	0.0	-0.0
0.0099	-0.000184	0.08649025	0.0099	-0.0	-0.0
0.0099	-0.000183	0.09905836	0.0099	0.0	-0.0
0.0099	-0.000182	0.10472101	0.0099	-0.0	-0.0
0.0099	-0.000181	0.09605957	0.0099	-0.0	-0.0
0.0099	-0.00018	0.08347777	0.0099	-0.0	0.0
0.0099	-0.000179	0.08794838	0.0099	0.0	-0.0
0.0099	-0.000178	0.09913164	0.0099	-0.0	0.0
0.0099	-0.000177	0.11749523	0.0099	-0.0	0.0001
0.0099	-0.000176	0.07252381	0.0099	0.0	0.0
0.0099	-0.000175	0.08162997	0.0099	0.0	-0.0
0.0099	-0.000174	0.10328117	0.0099	0.0	-0.0
0.0099	-0.000173	0.0904426	0.0099	0.0	-0.0
0.0099	-0.000172	0.09375316	0.0099	-0.0	0.0001
0.0099	-0.000171	0.0945739	0.0099	-0.0	0.0
0.0099	-0.00017	0.10368939	0.0099	0.0	0.0001
0.0099	-0.000169	0.10734374	0.0099	0.0	0.0
0.0099	-0.000168	0.10485852	0.0099	-0.0	-0.0
0.0099	-0.000167	0.08456451	0.0099	-0.0	-0.0
0.0099	-0.000166	0.11346036	0.0099	0.0	0.0001
0.0099	-0.000165	0.10517491	0.0099	-0.0	-0.0
0.0099	-0.000164	0.10020922	0.0099	-0.0	-0.0
0.0099	-0.000163	0.100365	0.0099	0.0	0.0
0.0099	-0.000162	0.09754059	0.0099	-0.0	-0.0
0.0099	-0.000161	0.09436761	0.0099	0.0	-0.0
0.0099	-0.00016	0.08401889	0.0099	0.0	-0.0
