Initial Temperature (K)	0.0249733
Excitation Current (A)	7.092597402597402e-13
Axis 1,2	y,z
Angle	14
Field (T)	Current (A)	Resistance (Ohms)
-0.7	6.5e-05	0.06821975
-0.7	7e-05	0.0693374
-0.7	7.5e-05	0.07532595
-0.7	8e-05	0.1094403
-0.7	8.5e-05	0.03304353
-0.7	9e-05	0.0925275
-0.7	9.5e-05	0.07191715
-0.7	0.0001	0.1141995
-0.7	0.000105	0.14057455
-0.7	0.00011	0.14095635
-0.7	0.000115	0.1000618
-0.7	0.00012	0.06647815
-0.7	0.000125	0.08489055
-0.7	0.00013	0.1279551
-0.7	0.000135	0.10877915
-0.7	0.00014	0.0947347
-0.7	0.000145	0.09262976
-0.7	0.00015	0.09684875
-0.7	0.000155	0.0853375
-0.7	0.00016	0.06958885
-0.7	0.000165	0.0878429
-0.7	0.00017	0.07387285
-0.7	0.000175	0.07284845
-0.7	0.00018	0.0942318
-0.7	0.000185	0.1283742
-0.7	0.00019	0.09203385
-0.7	0.000195	0.06902065
-0.7	0.0002	0.0973703
-0.65	0.0002	0.0918382
-0.65	0.000195	0.09267645
-0.65	0.00019	0.08201266
-0.65	0.000185	0.093673
-0.65	0.00018	0.08513255
-0.65	0.000175	0.0649973
-0.65	0.00017	0.10598515
-0.65	0.000165	0.1160434
-0.65	0.00016	0.1159969
-0.65	0.000155	0.13079565
-0.65	0.00015	0.08444345
-0.65	0.000145	0.1290633
-0.65	0.00014	0.111778
-0.65	0.000135	0.09324465
-0.65	0.00013	0.10162635
-0.65	0.000125	0.1166116
-0.65	0.00012	0.14244645
-0.65	0.000115	0.09411065
-0.65	0.00011	0.1100271
-0.65	0.000105	0.10342395
-0.65	0.0001	0.10003395
-0.65	9.5e-05	0.1157921
-0.65	9e-05	0.1220505
-0.65	8.5e-05	0.12186425
-0.65	8e-05	0.1341856
-0.65	7.5e-05	0.0954518
-0.65	7e-05	0.067335
-0.65	6.5e-05	0.09234115
-0.65	6e-05	0.0941851
-0.65	5.5e-05	0.12879325
-0.65	5e-05	0.0768997
-0.65	4.5e-05	0.0656959
-0.65	4e-05	0.0895659
-0.65	3.5e-05	0.0725131
-0.65	3e-05	0.07372385
-0.65	2.5e-05	0.0822362
-0.65	2e-05	0.07479495
-0.65	1.5e-05	0.09024565
-0.65	1e-05	0.09974515
-0.65	5e-06	0.05620565
-0.65	0.0	0.03955344
-0.65	-5e-06	0.07866925
-0.65	-1e-05	0.09642955
-0.65	-1.5e-05	0.09067405
-0.65	-2e-05	0.15388315
-0.65	-2.5e-05	0.1312893
-0.65	-3e-05	0.11751495
-0.65	-3.5e-05	0.11849275
-0.65	-4e-05	0.10455085
-0.65	-4.5e-05	0.1142646
-0.65	-5e-05	0.09649495
-0.65	-5.5e-05	0.04649188
-0.65	-6e-05	0.07785895
-0.65	-6.5e-05	0.0985345
-0.65	-7e-05	0.07160045
-0.65	-7.5e-05	0.0795913
-0.65	-8e-05	0.05602865
-0.65	-8.5e-05	0.104169
-0.65	-9e-05	0.09667185
-0.65	-9.5e-05	0.06943052
-0.65	-0.0001	0.07865995
-0.65	-0.000105	0.07804525
-0.65	-0.00011	0.11148925
-0.65	-0.000115	0.0898825
-0.65	-0.00012	0.0927137
-0.65	-0.000125	0.05425915
-0.65	-0.00013	0.09165195
-0.65	-0.000135	0.1343719
-0.65	-0.00014	0.1190237
-0.65	-0.000145	0.10659055
-0.65	-0.00015	0.08449
-0.65	-0.000155	0.08868105
-0.65	-0.00016	0.12173385
-0.65	-0.000165	0.0919034
-0.65	-0.00017	0.1044112
-0.65	-0.000175	0.1252544
-0.65	-0.00018	0.08636195
-0.65	-0.000185	0.08171475
-0.65	-0.00019	0.1381065
-0.65	-0.000195	0.0967743
-0.65	-0.0002	0.0968302
-0.6	-0.0002	0.08921195
-0.6	-0.000195	0.07118145
-0.6	-0.00019	0.06046185
-0.6	-0.000185	0.1071027
-0.6	-0.00018	0.0798148
-0.6	-0.000175	0.11431115
-0.6	-0.00017	0.09095355
-0.6	-0.000165	0.09334705
-0.6	-0.00016	0.12996675
-0.6	-0.000155	0.09216425
-0.6	-0.00015	0.0681638
-0.6	-0.000145	0.1167699
-0.6	-0.00014	0.1109212
-0.6	-0.000135	0.1054263
-0.6	-0.00013	0.08929575
-0.6	-0.000125	0.0912328
-0.6	-0.00012	0.10221325
-0.6	-0.000115	0.11460925
-0.6	-0.00011	0.11737525
-0.6	-0.000105	0.095964
-0.6	-0.0001	0.07758895
-0.6	-9.5e-05	0.0985437
-0.6	-9e-05	0.0719264
-0.6	-8.5e-05	0.11013885
-0.6	-8e-05	0.09046925
-0.6	-7.5e-05	0.04258035
-0.6	-7e-05	0.0768625
-0.6	-6.5e-05	0.0887835
-0.6	-6e-05	0.07199165
-0.6	-5.5e-05	0.09917715
-0.6	-5e-05	0.09077643
-0.6	-4.5e-05	0.09109315
-0.6	-4e-05	0.1032191
-0.6	-3.5e-05	0.06777265
-0.6	-3e-05	0.1037406
-0.6	-2.5e-05	0.1425024
-0.6	-2e-05	0.12443475
-0.6	-1.5e-05	0.1286349
-0.6	-1e-05	0.14295885
-0.6	-5e-06	0.0803177
-0.6	0.0	0.03450573
-0.6	5e-06	0.06102995
-0.6	1e-05	0.0890816
-0.6	1.5e-05	0.1015054
-0.6	2e-05	0.12054175
-0.6	2.5e-05	0.1485467
-0.6	3e-05	0.12677235
-0.6	3.5e-05	0.14648845
-0.6	4e-05	0.13677475
-0.6	4.5e-05	0.1228793
-0.6	5e-05	0.1090677
-0.6	5.5e-05	0.0922387
-0.6	6e-05	0.1176361
-0.6	6.5e-05	0.1494873
-0.6	7e-05	0.07854815
-0.6	7.5e-05	0.1328632
-0.6	8e-05	0.11044615
-0.6	8.5e-05	0.10733565
-0.6	9e-05	0.08908155
-0.6	9.5e-05	0.0720103
-0.6	0.0001	0.0856356
-0.6	0.000105	0.09254605
-0.6	0.00011	0.06796825
-0.6	0.000115	0.09405485
-0.6	0.00012	0.07816634
-0.6	0.000125	0.1074566
-0.6	0.00013	0.10052755
-0.6	0.000135	0.09329105
-0.6	0.00014	0.07223383
-0.6	0.000145	0.04541153
-0.6	0.00015	0.0789953
-0.6	0.000155	0.0622592
-0.6	0.00016	0.04406113
-0.6	0.000165	0.07249465
-0.6	0.00017	0.07984275
-0.6	0.000175	0.08323285
-0.6	0.00018	0.08475075
-0.6	0.000185	0.067782
-0.6	0.00019	0.08727485
-0.6	0.000195	0.11136825
-0.6	0.0002	0.06332095
-0.55	0.0002	0.0840057
-0.55	0.000195	0.1242856
-0.55	0.00019	0.12802965
-0.55	0.000185	0.1140038
-0.55	0.00018	0.10979425
