Initial Temperature (K)	0.0250387
Excitation Current (A)	1.082761038961039e-12
Axis 1,2	x,y
Angle	0
Field (T)	Current (A)	Resistance (Ohms)
-0.0392	0.000116	0.09938434
-0.0392	0.000118	0.08382534
-0.0392	0.00012	0.11348237
-0.0392	0.000122	0.11056609
-0.0392	0.000124	0.10546706
-0.0392	0.000126	0.09810966
-0.0392	0.000128	0.09622366
-0.0392	0.00013	0.10312725
-0.0392	0.000132	0.10274878
-0.0392	0.000134	0.09883725
-0.0392	0.000136	0.10683503
-0.0392	0.000138	0.09839488
-0.0392	0.00014	0.09231206
-0.0392	0.000142	0.10244028
-0.0392	0.000144	0.10246931
-0.0392	0.000146	0.0929115
-0.0392	0.000148	0.10682331
-0.0392	0.00015	0.09648566
-0.0392	0.000152	0.10575809
-0.0392	0.000154	0.09396519
-0.0392	0.000156	0.09469862
-0.0392	0.000158	0.10277784
-0.0392	0.00016	0.09908172
-0.0392	0.000162	0.09703272
-0.0392	0.000164	0.10181738
-0.0392	0.000166	0.09935525
-0.0392	0.000168	0.11014703
-0.0392	0.00017	0.09515259
-0.0392	0.000172	0.09307456
-0.0392	0.000174	0.09819694
-0.0392	0.000176	0.09210825
-0.0392	0.000178	0.10196297
-0.0392	0.00018	0.09219559
-0.0392	0.000182	0.10460566
-0.0392	0.000184	0.10992572
-0.0392	0.000186	0.09053659
-0.0392	0.000188	0.09738197
-0.0392	0.00019	0.1030515
-0.0392	0.000192	0.10301653
-0.0392	0.000194	0.108622
-0.0392	0.000196	0.09960556
-0.0392	0.000198	0.10153806
-0.0392	0.0002	0.10566503
-0.0388	0.0002	0.11204459
-0.0388	0.000198	0.09912825
-0.0388	0.000196	0.08958791
-0.0388	0.000194	0.10185234
-0.0388	0.000192	0.09397094
-0.0388	0.00019	0.08418038
-0.0388	0.000188	0.09909325
-0.0388	0.000186	0.10314459
-0.0388	0.000184	0.10438441
-0.0388	0.000182	0.086823
-0.0388	0.00018	0.09755669
-0.0388	0.000178	0.10460559
-0.0388	0.000176	0.11074659
-0.0388	0.000174	0.11320288
-0.0388	0.000172	0.09625862
-0.0388	0.00017	0.10030403
-0.0388	0.000168	0.09415147
-0.0388	0.000166	0.09937856
-0.0388	0.000164	0.08838869
-0.0388	0.000162	0.10623547
-0.0388	0.00016	0.10403516
-0.0388	0.000158	0.10666041
-0.0388	0.000156	0.10986175
-0.0388	0.000154	0.11182925
-0.0388	0.000152	0.09762066
-0.0388	0.00015	0.10175341
-0.0388	0.000148	0.0984995
-0.0388	0.000146	0.09478006
-0.0388	0.000144	0.11152662
-0.0388	0.000142	0.0979815
-0.0388	0.00014	0.090688
